,x,y,full_ids,taxa,kos,time_rank,new_tax,path,tax_group,cluster,x_rot,y_rot
13,2.47552941385767,-1.7899463356954,Dinophyta_K03773,Dinophyta,K03773,5,Dinophyta,other,eukaryotic,Afternoon,-1.84394534047684,-1.27260118825186
14,3.75706541551295,-0.321107642324482,Dinophyta_K07879,Dinophyta,K07879,5,Dinophyta,other,eukaryotic,Dusk,-2.83892512845264,0.418029452731243
15,1.20684137760817,-3.82843896493267,Dinophyta_K17199,Dinophyta,K17199,5,Dinophyta,other,eukaryotic,Afternoon,-0.972947487692747,-3.51943351074818
16,2.89409562911063,-1.56123363087943,Dinophyta_K12394,Dinophyta,K12394,5,Dinophyta,other,eukaryotic,Afternoon,-2.21789192049808,-0.966624916208373
17,3.20695924870622,-0.972473887192707,Dinophyta_K10573,Dinophyta,K10573,6,Dinophyta,other,eukaryotic,Dusk,-2.41589421210769,-0.328141361612421
18,-2.37481373196928,2.27947077319401,Dinophyta_K02935,Dinophyta,K02935,2,Dinophyta,Ribosome,eukaryotic,Night,3.80030169954128,1.77236820575985
19,3.18436465435477,-0.518422702243639,Dinophyta_K10418,Dinophyta,K10418,6,Dinophyta,other,(Missing),(Missing),-2.30471862587272,0.112777370447421
20,-3.31316574120484,-2.40330540529,Dinophyta_K15112,Dinophyta,K15112,3,Dinophyta,other,eukaryotic,Morning,3.82508939618694,-3.00349313716641
21,3.18474209850253,0.0786244621333042,Dinophyta_K02957,Dinophyta,K02957,5,Dinophyta,other,eukaryotic,Dusk,-2.18861794646337,0.698426076675145
22,3.12725324544948,0.159063052573423,Dinophyta_K02994,Dinophyta,K02994,5,Dinophyta,Ribosome,eukaryotic,Dusk,-2.11543630289883,0.76610354330074
23,3.10948389885226,-0.00771114863083908,Dinophyta_K02992,Dinophyta,K02992,5,Dinophyta,Ribosome,eukaryotic,Dusk,-2.13020298891853,0.599067234058925
24,3.06957586458726,-0.204497549177553,Dinophyta_K02904,Dinophyta,K02904,5,Dinophyta,Ribosome,eukaryotic,Dusk,-2.12868607690459,0.398276357763384
25,-3.95893458017512,0.221010323897466,Dinophyta_K03033,Dinophyta,K03033,3,Dinophyta,other,eukaryotic,Morning,4.9828368358364,-0.555586149591365
26,1.49116165113777,-2.8682391362098,Dinophyta_K08299,Dinophyta,K08299,4,Dinophyta,other,eukaryotic,Afternoon,-1.06994206743697,-2.52221551877248
27,3.14433529595457,-0.151950075878824,Dinophyta_K02949,Dinophyta,K02949,5,Dinophyta,other,eukaryotic,Dusk,-2.19319400478491,0.46439898763635
28,3.04662743741972,-0.603977915960727,Dinophyta_K02870,Dinophyta,K02870,5,Dinophyta,other,eukaryotic,Dusk,-2.1836724031319,0.00199487816648436
29,2.99191333994936,0.0630555783189814,Dinophyta_K02877,Dinophyta,K02877,5,Dinophyta,other,eukaryotic,Dusk,-1.99882652646697,0.64553731999764
30,3.54457195689747,0.952041701249428,Dinophyta_K03113,Dinophyta,K03113,6,Dinophyta,other,eukaryotic,Dusk,-2.37805255442471,1.62526017139595
31,3.08195569842599,-0.405061548474184,Dinophyta_K02882,Dinophyta,K02882,5,Dinophyta,other,eukaryotic,Dusk,-2.18019400595094,0.203981325244549
32,-2.25428469744219,-2.74886556194924,Dinophyta_K01624,Dinophyta,K01624,4,Dinophyta,Glycolysis / Gluconeogenesis,eukaryotic,Morning,2.6987929101857,-3.1358360085072
33,3.06833144731903,-0.262104837269398,Dinophyta_K02997,Dinophyta,K02997,5,Dinophyta,other,eukaryotic,Dusk,-2.13868028402067,0.341533203793373
34,3.02783995625386,0.401556365064865,Dinophyta_K02976,Dinophyta,K02976,5,Dinophyta,other,eukaryotic,Dusk,-1.9687149152825,0.984542844186711
35,3.18621711392927,-0.711968101179887,Dinophyta_K02941,Dinophyta,K02941,5,Dinophyta,other,eukaryotic,Dusk,-2.34432991965044,-0.0766877109841109
36,-2.46877016627235,-3.38842856044862,Dinophyta_K03403,Dinophyta,K03403,4,Dinophyta,Porphyrin and chlorophyll metabolism,eukaryotic,Morning,2.78850582768901,-3.8049540225078
37,1.33473432572473,-3.64955077793764,Dinophyta_K14855,Dinophyta,K14855,4.5,Dinophyta,other,eukaryotic,Afternoon,-1.06594108180357,-3.31903193367378
38,3.12995521268435,-1.61449412894387,Dinophyta_K01682,Dinophyta,K01682,6,Dinophyta,Citrate cycle (TCA cycle),eukaryotic,Afternoon,-2.46414211178993,-0.972848106626934
39,-3.67568197243128,-1.5617501488706,Dinophyta_K08955,Dinophyta,K08955,3,Dinophyta,other,eukaryotic,Morning,4.35178491338261,-2.24883153731033
40,-3.64751097478738,-1.40023959416348,Dinophyta_K09552,Dinophyta,K09552,3,Dinophyta,other,eukaryotic,Morning,4.35512306186553,-2.08492847362197
41,2.98080023067435,-0.52277441809898,Dinophyta_K02936,Dinophyta,K02936,5,Dinophyta,Ribosome,eukaryotic,Dusk,-2.10200317983984,0.0687958226251647
42,-2.29495375747258,-3.14027013833407,Dinophyta_K17263,Dinophyta,K17263,4,Dinophyta,other,eukaryotic,Morning,2.66310272537058,-3.52765399572532
43,-1.01564333609715,-3.40300485543234,Dinophyta_K12662,Dinophyta,K12662,5,Dinophyta,other,eukaryotic,Morning,1.33253530343164,-3.53575925684149
44,-4.07558953048228,-0.40610550694171,Dinophyta_K09458,Dinophyta,K09458,3,Dinophyta,Fatty acid biosynthesis,eukaryotic,Morning,4.97714755676373,-1.19341037740647
45,2.93816470660257,0.988450285652651,Dinophyta_K01371,Dinophyta,K01371,6,Dinophyta,other,eukaryotic,Dusk,-1.76454234167443,1.54266498932601
46,-3.90911345277469,-0.947846227995985,Dinophyta_K00647,Dinophyta,K00647,3,Dinophyta,Fatty acid biosynthesis,eukaryotic,Morning,4.70498310733641,-1.69226383080358
47,-4.02843135494997,0.460350889577325,Dinophyta_K00520,Dinophyta,K00520,3,Dinophyta,other,eukaryotic,Morning,5.09902663864125,-0.334402593939084
48,-2.41567968203043,-3.42163091736061,Dinophyta_K02230,Dinophyta,K02230,4,Dinophyta,Porphyrin and chlorophyll metabolism,eukaryotic,Morning,2.72893788494544,-3.82716096577502
49,2.66601398185774,-1.00325159639544,Dinophyta_K17569,Dinophyta,K17569,5,Dinophyta,other,eukaryotic,Dusk,-1.88095337845849,-0.463860872065563
50,-3.48471849582377,-0.788189550874001,Dinophyta_K07093,Dinophyta,K07093,3,Dinophyta,other,eukaryotic,Morning,4.31173562293724,-1.45287956315067
51,-3.45199389633559,-0.354391556157248,Dinophyta_K06988,Dinophyta,K06988,3,Dinophyta,other,eukaryotic,Morning,4.36364081392831,-1.02103262261204
52,2.95194331172185,-1.83548202910063,Dinophyta_K12393,Dinophyta,K12393,5,Dinophyta,other,eukaryotic,Dusk,-2.32924281143068,-1.22431818532938
53,-3.94102304628411,-0.343396080149313,Dinophyta_K06674,Dinophyta,K06674,3,Dinophyta,other,eukaryotic,Morning,4.85481507483193,-1.10565327593116
54,-2.96969085609818,-2.10809024546706,Dinophyta_K00942,Dinophyta,K00942,3,Dinophyta,Purine metabolism,eukaryotic,Morning,3.53920813167418,-2.64694182792027
55,3.03728803387368,-1.53332653996447,Dinophyta_K07962,Dinophyta,K07962,5,Dinophyta,other,eukaryotic,Dusk,-2.35563992190799,-0.911318599864618
56,-4.01415757772888,1.51597009310925,Dinophyta_K17759,Dinophyta,K17759,3,Dinophyta,other,eukaryotic,Morning,5.29069395176361,0.703717858390458
57,2.17714431346995,-1.42876792954596,Dinophyta_K00544,Dinophyta,K00544,6,Dinophyta,other,eukaryotic,Afternoon,-1.47509782852816,-0.976574769220442
58,-3.92294267798829,-1.81784509161562,Dinophyta_K00876,Dinophyta,K00876,3,Dinophyta,Pyrimidine metabolism,eukaryotic,Morning,4.54908397409279,-2.54824385820941
59,-3.93167156164923,-1.45577763510803,Dinophyta_K15645,Dinophyta,K15645,3,Dinophyta,other,eukaryotic,Morning,4.62844871443536,-2.19483634707798
60,-3.98992711829415,0.315395131865494,Dinophyta_K15261,Dinophyta,K15261,2.5,Dinophyta,other,eukaryotic,Morning,5.03224293653534,-0.469061263484376
61,2.66263604494815,-2.42711544587614,Dinophyta_K02805,Dinophyta,K02805,1,Dinophyta,other,eukaryotic,Afternoon,-2.15535749845121,-1.86102457973396
62,-4.20103807870055,-0.142959867989007,Dinophyta_K06148,Dinophyta,K06148,3,Dinophyta,other,eukaryotic,Morning,5.15393327242242,-0.959794805787714
63,0.620919737784825,-3.42153613673297,Dinophyta_K11293,Dinophyta,K11293,4,Dinophyta,other,eukaryotic,Afternoon,-0.307643044086649,-3.23465684768482
64,0.127719941764681,-3.29648342189862,Dinophyta_K16740,Dinophyta,K16740,4,Dinophyta,other,eukaryotic,Afternoon,0.209953326339519,-3.20822549272469
65,-2.06539394687438,-3.30946111378696,Dinophyta_K03778,Dinophyta,K03778,4,Dinophyta,other,eukaryotic,Morning,2.40053539288906,-3.64880911665502
66,-3.0722987993097,-2.76923427951187,Dinophyta_K00817,Dinophyta,K00817,4,Dinophyta,other,eukaryotic,Morning,3.51283327238486,-3.31539998142038
67,-3.89786503893288,0.719907462317953,Dinophyta_K02335,Dinophyta,K02335,3,Dinophyta,other,eukaryotic,Morning,5.01909729798153,-0.0543611033269322
68,-4.09646944126694,-0.324090683492443,Dinophyta_K01976,Dinophyta,K01976,3,Dinophyta,other,eukaryotic,Morning,5.0140277658652,-1.11704491431121
69,-4.08552054576665,-0.281402694751462,Dinophyta_K04110,Dinophyta,K04110,3,Dinophyta,other,eukaryotic,Morning,5.01140688383461,-1.07304113975516
70,-4.14765581712107,0.0835546475252976,Dinophyta_K02427,Dinophyta,K02427,3,Dinophyta,other,eukaryotic,Morning,5.14474180061595,-0.727218340572125
71,-4.08838072348238,0.499621213102335,Dinophyta_K14857,Dinophyta,K14857,3,Dinophyta,other,eukaryotic,Morning,5.16663726723583,-0.307582380280733
72,-3.84108400066767,-1.45337605574216,Dinophyta_K13953,Dinophyta,K13953,3,Dinophyta,other,eukaryotic,Morning,4.53832967834563,-2.17480815694367
73,1.11757036776832,-3.31291214443216,Dinophyta_K10248,Dinophyta,K10248,5,Dinophyta,other,eukaryotic,Afternoon,-0.783102184433502,-3.03122830360456
74,-4.19492942979266,0.380381259256377,Dinophyta_K05653,Dinophyta,K05653,3,Dinophyta,other,eukaryotic,Morning,5.24992341255312,-0.445317793273284
75,-4.04223477935771,-0.943930140069371,Dinophyta_K09691,Dinophyta,K09691,3,Dinophyta,Transport,eukaryotic,Morning,4.83886842477408,-1.71439367187869
76,-0.933478395256893,-3.34266792293028,Dinophyta_K00228,Dinophyta,K00228,5,Dinophyta,Porphyrin and chlorophyll metabolism,eukaryotic,Morning,1.26214151418267,-3.46055209681182
77,-2.14486832366645,-3.1983444138989,Dinophyta_K08909,Dinophyta,K08909,4.5,Dinophyta,other,eukaryotic,Morning,2.50168756244366,-3.55533217475822
78,-2.642910415276,-2.48241756328792,Dinophyta_K02878,Dinophyta,K02878,4,Dinophyta,Ribosome,eukaryotic,Morning,3.1394000538789,-2.95032484986322
79,3.38173494641269,0.183490918936504,Dinophyta_K11254,Dinophyta,K11254,6,Dinophyta,other,(Missing),(Missing),-2.3651523635471,0.839708952049431
80,-2.22386934277487,-3.10278850562235,Dinophyta_K08911,Dinophyta,K08911,4,Dinophyta,other,eukaryotic,Morning,2.59933061446829,-3.47702468072248
81,-2.94610355749913,-2.81035184135818,Dinophyta_K03388,Dinophyta,K03388,3,Dinophyta,other,eukaryotic,Morning,3.37861639219317,-3.33110801048358
82,-4.0446389077409,0.515284375877397,Dinophyta_K14325,Dinophyta,K14325,3,Dinophyta,other,eukaryotic,Morning,5.12595118296393,-0.283686575867817
83,-3.79193902097415,1.59191929310624,Dinophyta_K11004,Dinophyta,K11004,2,Dinophyta,other,eukaryotic,Night,5.08329234889316,0.821560405601147
84,2.83854524017411,-2.25892564940631,Dinophyta_K10689,Dinophyta,K10689,5,Dinophyta,other,eukaryotic,Afternoon,-2.29845449212405,-1.6617483215001
85,-3.70608501900899,-0.940782420925903,Dinophyta_K12837,Dinophyta,K12837,4,Dinophyta,other,eukaryotic,Morning,4.50333275396667,-1.64572687028385
86,-4.14345016778667,-1.07409076155779,Dinophyta_K01874,Dinophyta,K01874,3,Dinophyta,Aminoacyl-tRNA biosynthesis,eukaryotic,Morning,4.91469073564304,-1.86179943624426
87,-3.38617302011387,-2.06124802170293,Dinophyta_K07178,Dinophyta,K07178,3,Dinophyta,other,eukaryotic,Morning,3.96482876020797,-2.68225130384285
88,-0.738878132498679,3.6102427669635,Dinophyta_K01795,Dinophyta,K01795,2,Dinophyta,other,eukaryotic,Night,2.42398683686522,3.39672499172019
89,-3.6920608511872,-1.3489119055187,Dinophyta_K02056,Dinophyta,K02056,3,Dinophyta,Transport,eukaryotic,Morning,4.4096864735714,-2.04327828185467
90,-4.27866234838712,-0.0218992834106608,Dinophyta_K06669,Dinophyta,K06669,3,Dinophyta,other,eukaryotic,Morning,5.25517529053784,-0.856204110165681
91,-4.06677874211452,0.762574116440528,Dinophyta_K10112,Dinophyta,K10112,2,Dinophyta,Transport,eukaryotic,Morning,5.1963348524553,-0.0454677057460978
92,-3.89135243054029,-1.09762860223662,Dinophyta_K12531,Dinophyta,K12531,3,Dinophyta,other,eukaryotic,Morning,4.65800099347907,-1.8357031751756
93,3.01104795914851,-2.03832608245049,Dinophyta_K12402,Dinophyta,K12402,5,Dinophyta,other,eukaryotic,Afternoon,-2.42792037054442,-1.41173390237313
94,2.43903864948198,0.866177948397101,Dinophyta_K11131,Dinophyta,K11131,6,Dinophyta,other,eukaryotic,Dusk,-1.28927043420269,1.32536741753497
95,1.41221305878324,3.16861820486743,Dinophyta_K03147,Dinophyta,K03147,2,Dinophyta,other,eukaryotic,Night,0.186738967553744,3.38324319494509
96,-2.71584837652638,2.90627881428502,Dinophyta_K11090,Dinophyta,K11090,2,Dinophyta,other,(Missing),(Missing),4.26362052667713,2.32059974747499
97,-3.40940161588312,-1.78324815335496,Dinophyta_K09554,Dinophyta,K09554,3,Dinophyta,other,(Missing),(Missing),4.04229243981366,-2.41412479924173
98,-2.75351485879402,-1.65486636408671,Dinophyta_K10562,Dinophyta,K10562,3,Dinophyta,other,eukaryotic,Morning,3.41145172733391,-2.16025267140898
99,-3.71510034458835,1.79654264312483,Dinophyta_K15196,Dinophyta,K15196,3,Dinophyta,other,eukaryotic,Morning,5.04637370775451,1.03724245744558
100,-3.94738744119161,-0.475392640489485,Dinophyta_K06212,Dinophyta,K06212,3,Dinophyta,other,eukaryotic,Morning,4.83542821827765,-1.2363551912286
101,-4.31719234244979,0.506358401205395,Dinophyta_K06901,Dinophyta,K06901,3,Dinophyta,Transport,eukaryotic,Morning,5.39676324639975,-0.345613577783328
102,2.59174369969058,-2.52247751902971,Dinophyta_K15451,Dinophyta,K15451,5,Dinophyta,other,eukaryotic,Afternoon,-2.1030693707533,-1.96838470785649
103,-4.0414336002693,-1.33632558844699,Dinophyta_K04659,Dinophyta,K04659,3,Dinophyta,other,eukaryotic,Morning,4.76151469130401,-2.09909304945833
104,2.33061852826705,3.14865250230688,Dinophyta_K10643,Dinophyta,K10643,1,Dinophyta,other,eukaryotic,Night,-0.735561617271882,3.54283314654376
105,-3.87888588694402,1.66019597589238,Dinophyta_K01091,Dinophyta,K01091,1,Dinophyta,Glyoxylate and dicarboxylate metabolism,eukaryotic,Morning,5.18355933489398,0.871562678992199
106,-3.09504543514276,2.37886468088897,Dinophyta_K01101,Dinophyta,K01101,1,Dinophyta,other,eukaryotic,Night,4.53992419217341,1.72934205249048
107,0.862579843465668,-3.66206766429835,Dinophyta_K16747,Dinophyta,K16747,5,Dinophyta,other,eukaryotic,Afternoon,-0.596228522935253,-3.42342108155812
108,3.02787330255083,2.43251131228191,Dinophyta_K13341,Dinophyta,K13341,1,Dinophyta,other,eukaryotic,Dusk,-1.57252860692665,2.97648006711912
109,-1.53814091177634,-3.57415599563355,Dinophyta_K05543,Dinophyta,K05543,4,Dinophyta,other,eukaryotic,Afternoon,1.82164294805555,-3.80555599616697
110,-3.08103181299293,-2.65078907319038,Dinophyta_K12429,Dinophyta,K12429,4,Dinophyta,other,eukaryotic,Morning,3.54467379951062,-3.20093439297757
111,-2.49286341990993,-3.1008359264843,Dinophyta_K16876,Dinophyta,K16876,4,Dinophyta,other,eukaryotic,Morning,2.86870562089616,-3.52758776097377
112,-3.73815314766671,1.12663933031421,Dinophyta_K01100,Dinophyta,K01100,2,Dinophyta,other,eukaryotic,Morning,4.93873485781697,0.375713770171628
113,-1.27281594115128,3.90879147266807,Dinophyta_K05604,Dinophyta,K05604,1,Dinophyta,other,eukaryotic,Night,3.01616860865122,3.58537106873204
114,-1.54154709409777,3.39738617396385,Dinophyta_K06997,Dinophyta,K06997,2,Dinophyta,other,eukaryotic,Night,3.18512953719275,3.03136543227863
115,-3.75461613682611,-1.12979984544924,Dinophyta_K11609,Dinophyta,K11609,4,Dinophyta,other,eukaryotic,Morning,4.51498840156688,-1.84058032939882
116,-2.81793359804493,2.39683587459568,Dinophyta_K02349,Dinophyta,K02349,2,Dinophyta,other,eukaryotic,Night,4.26631836104284,1.80102977228319
117,-3.03662741847856,2.06370854053602,Dinophyta_K10661,Dinophyta,K10661,2,Dinophyta,other,eukaryotic,Night,4.4200222626024,1.43163833868618
118,-3.71387805054104,-0.428039791231764,Dinophyta_K17725,Dinophyta,K17725,3,Dinophyta,other,eukaryotic,Morning,4.61115691023715,-1.14435679147567
119,-2.69756000060054,-3.10342696033357,Dinophyta_K11717,Dinophyta,K11717,4,Dinophyta,Cysteine and methionine metabolism,eukaryotic,Afternoon,3.07289671595876,-3.57006333067669
120,-3.59402991470933,-0.956336097735799,Dinophyta_K17546,Dinophyta,K17546,3,Dinophyta,other,eukaryotic,Morning,4.38824327784964,-1.63912082117378
121,-1.20955362893254,4.12847915209191,Dinophyta_K02429,Dinophyta,K02429,1,Dinophyta,Transport,eukaryotic,Night,2.99576523655425,3.81317937585913
122,2.69340210820832,-1.81296861560525,Dinophyta_K17778,Dinophyta,K17778,6,Dinophyta,other,eukaryotic,Dusk,-2.06630945882865,-1.25267624740937
123,-3.98528167143019,0.578186630478176,Dinophyta_K15554,Dinophyta,K15554,2,Dinophyta,other,eukaryotic,Morning,5.07886556775883,-0.210412948105353
124,2.47728664085668,3.05167695628407,Dinophyta_K00919,Dinophyta,K00919,1,Dinophyta,Terpenoid backbone biosynthesis,eukaryotic,Dusk,-0.901148720362792,3.47633448776013
125,-2.63954748369852,-2.97950924298458,Dinophyta_K11628,Dinophyta,K11628,3,Dinophyta,other,eukaryotic,Morning,3.03905934643786,-3.43720897691625
126,-0.797738039616406,3.48181413288223,Dinophyta_K04734,Dinophyta,K04734,2,Dinophyta,other,eukaryotic,Night,2.45779156040394,3.25928107959755
127,-0.0135076403700659,-3.68219915772882,Dinophyta_K02703,Dinophyta,K02703,5,Dinophyta,Photosynthesis,eukaryotic,Afternoon,0.275931501364465,-3.61408194332307
128,-3.21097797626263,2.20239760043394,Dinophyta_K00631,Dinophyta,K00631,2,Dinophyta,other,eukaryotic,Night,4.62142971374207,1.53364842072523
129,-0.61292092118908,4.06566655695377,Dinophyta_K01331,Dinophyta,K01331,1,Dinophyta,other,eukaryotic,Night,2.38687839939863,3.86797097420274
130,2.50148227772062,-2.55032184012383,Dinophyta_K01426,Dinophyta,K01426,4,Dinophyta,other,eukaryotic,Afternoon,-2.01824010635191,-2.01330313800618
131,-1.00285959792121,-3.73046528081672,Dinophyta_K00616,Dinophyta,K00616,4,Dinophyta,Pentose phosphate pathway,eukaryotic,Afternoon,1.25586720541992,-3.85443363837576
132,0.936292775848881,3.70034188407756,Dinophyta_K13667,Dinophyta,K13667,1,Dinophyta,other,eukaryotic,Night,0.766393394288807,3.81190251150456
133,-2.22203120528384,3.00261658537217,Dinophyta_K14050,Dinophyta,K14050,1,Dinophyta,other,eukaryotic,Night,3.78859792221829,2.51142536625892
134,0.47367820454901,3.66989910032371,Dinophyta_K14677,Dinophyta,K14677,1,Dinophyta,other,eukaryotic,Night,1.22306887310307,3.69179305162004
135,2.46952636802966,-2.408691526451,Dinophyta_K03353,Dinophyta,K03353,5,Dinophyta,other,eukaryotic,Afternoon,-1.95865349315927,-1.8806284998089
136,-3.46831804362131,-0.838562207276569,Dinophyta_K11050,Dinophyta,K11050,2,Dinophyta,other,eukaryotic,Morning,4.2855079529764,-1.49908475358373
137,-3.19706706393499,2.84995635192846,Dinophyta_K01008,Dinophyta,K01008,1,Dinophyta,Cysteine and methionine metabolism,eukaryotic,Night,4.73385124676785,2.17147839675289
138,1.75689174849348,-2.73066304701891,Dinophyta_K11804,Dinophyta,K11804,5,Dinophyta,other,eukaryotic,Afternoon,-1.30883240125071,-2.33544154529611
139,0.595643667451349,3.57369914634839,Dinophyta_K16768,Dinophyta,K16768,1,Dinophyta,other,eukaryotic,Night,1.08233573020175,3.62123583421804
140,-2.60361702383708,0.613539361573474,Dinophyta_K08775,Dinophyta,K08775,2,Dinophyta,other,eukaryotic,Night,3.70409789585925,0.0938098911922092
141,-2.20882024291798,2.35931157238776,Dinophyta_K09842,Dinophyta,K09842,2,Dinophyta,other,eukaryotic,Night,3.64988437771472,1.8830586096163
142,3.09680101487096,-1.95925079416842,Dinophyta_K01582,Dinophyta,K01582,6,Dinophyta,other,eukaryotic,Afternoon,-2.4982466028124,-1.31744843232768
143,2.78842848399271,-1.99145313162742,Dinophyta_K01584,Dinophyta,K01584,5,Dinophyta,other,eukaryotic,Afternoon,-2.1961564363187,-1.40919250725201
144,2.2276457410512,2.75885115846204,Dinophyta_K06729,Dinophyta,K06729,6,Dinophyta,other,eukaryotic,Dusk,-0.708635299749042,3.1404327320025
145,-4.03841028093203,-0.871925064666871,Dinophyta_K00837,Dinophyta,K00837,3,Dinophyta,other,eukaryotic,Morning,4.84909141969547,-1.64302603118017
146,3.67849972830046,0.186425106728921,Dinophyta_K04354,Dinophyta,K04354,6,Dinophyta,other,eukaryotic,Dusk,-2.66134471379359,0.900482697107704
147,-3.17298963706936,1.63622261298732,Dinophyta_K04536,Dinophyta,K04536,2,Dinophyta,other,eukaryotic,Night,4.47298611393036,0.985763484231176
148,-3.11382147327152,1.65823365709193,Dinophyta_K07825,Dinophyta,K07825,3,Dinophyta,other,eukaryotic,Night,4.4181120918148,1.01889472842371
149,-2.73550516618947,-2.93329804678733,Dinophyta_K15293,Dinophyta,K15293,4,Dinophyta,other,eukaryotic,Morning,3.14403238607568,-3.41060613107325
150,3.6217201756943,1.71839907293269,Dinophyta_K09863,Dinophyta,K09863,6,Dinophyta,other,eukaryotic,Dusk,-2.30569186680041,2.39194307191945
151,-3.63139347938522,-0.802344606865816,Dinophyta_K15730,Dinophyta,K15730,3,Dinophyta,other,eukaryotic,Morning,4.4556490920671,-1.49537750348544
152,3.08567889138365,2.23028857932884,Dinophyta_K04346,Dinophyta,K04346,6,Dinophyta,other,eukaryotic,Dusk,-1.66978589385026,2.78942029821556
153,2.96063702867255,2.12256609409802,Dinophyta_K04535,Dinophyta,K04535,6,Dinophyta,other,(Missing),(Missing),-1.56575964547122,2.65937321307092
154,-0.911002159141445,-3.5069579347003,Dinophyta_K02548,Dinophyta,K02548,4,Dinophyta,other,eukaryotic,Afternoon,1.20761388676698,-3.61730042593166
155,-3.74546019223663,-1.01373826255555,Dinophyta_K02598,Dinophyta,K02598,3,Dinophyta,other,eukaryotic,Morning,4.52847494855783,-1.72496260109806
156,0.731407546559382,3.8590101705296,Dinophyta_K09599,Dinophyta,K09599,1,Dinophyta,other,eukaryotic,Dusk,1.00223327067598,3.92755090596509
157,-3.17088114613863,1.57912371462474,Dinophyta_K04773,Dinophyta,K04773,3,Dinophyta,other,eukaryotic,Night,4.45973818053131,0.930173071364561
158,-3.15487436012823,1.94670710854562,Dinophyta_K02638,Dinophyta,K02638,2,Dinophyta,Photosynthesis,eukaryotic,Night,4.51544335720871,1.29381622248003
159,1.10511768332834,-3.11900091875906,Dinophyta_K00034,Dinophyta,K00034,4,Dinophyta,other,eukaryotic,Afternoon,-0.732819296534414,-2.84347242597679
160,3.61936629879243,1.09284242015324,Dinophyta_K03458,Dinophyta,K03458,6,Dinophyta,other,eukaryotic,Dusk,-2.42537803872862,1.77794709621228
161,3.55294814365588,1.31033814921269,Dinophyta_K14611,Dinophyta,K14611,6,Dinophyta,other,eukaryotic,Dusk,-2.31652857177273,1.97830616655105
162,3.60571823432585,1.11580229292837,Dinophyta_K16345,Dinophyta,K16345,6,Dinophyta,other,eukaryotic,Dusk,-2.40725072528889,1.79780319617837
163,-3.49605414011031,-0.78268080462341,Dinophyta_K00394,Dinophyta,K00394,3,Dinophyta,Sulfur metabolism,eukaryotic,Morning,4.32414597030372,-1.44968814040874
164,-0.564845798743828,-3.93474765200078,Dinophyta_K00655,Dinophyta,K00655,4,Dinophyta,other,eukaryotic,Afternoon,0.777999892666022,-3.96933852794993
165,-0.307404640370134,3.74225794882945,Dinophyta_K07337,Dinophyta,K07337,1,Dinophyta,other,eukaryotic,Night,2.01826822907792,3.61037984140485
166,2.96330814523191,-1.50473265766524,Dinophyta_K17793,Dinophyta,K17793,6,Dinophyta,other,eukaryotic,Dusk,-2.27608164356078,-0.897706901293791
167,-1.55537380040633,3.87883050158306,Dinophyta_K06189,Dinophyta,K06189,1,Dinophyta,other,eukaryotic,Night,3.29288137240938,3.50086148555502
168,3.06536539555451,-1.95547753834689,Dinophyta_K00824,Dinophyta,K00824,6,Dinophyta,other,eukaryotic,Afternoon,-2.46607485780268,-1.31988046365395
